osquery> SELECT count(1) as num,filetype,path FROM process_memory_map where path != '' GROUP BY path ORDER BY num DESC;
+-----+----------+---------------------------------------------------------------------------------------------------------------------------------------------+
| num | filetype | path                                                                                                                                        |
| 15  | file     | C:\WINDOWS\system32\PROPSYS.dll                                                                                                             |
| 15  | file     | C:\WINDOWS\system32\USERENV.dll                                                                                                             |
| 15  | file     | C:\WINDOWS\system32\napinsp.dll                                                                                                             |
| 15  | file     | C:\WINDOWS\system32\pnrpnsp.dll                                                                                                             |
| 15  | file     | C:\WINDOWS\system32\webplatstorageserver.dll                                                                                                |
| 15  | file     | C:\WINDOWS\system32\wshbth.dll                                                                                                              |
| 15  | file     | C:\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll                                                                                       |
| 15  | file     | C:\Windows\System32\DevDispItemProvider.dll                                                                                                 |
| 15  | file     | C:\Windows\System32\EthernetMediaManager.dll                                                                                                |
| 15  | file     | C:\Windows\System32\NetworkUXBroker.dll                                                                                                     |
| 15  | file     | C:\Windows\System32\SLC.dll                                                                                                                 |
| 15  | file     | C:\Windows\System32\WinRtTracing.dll                                                                                                        |
| 15  | file     | C:\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll                                                              |
| 15  | file     | C:\Windows\System32\Windows.Energy.dll                                                                                                      |
| 15  | file     | C:\Windows\System32\Windows.Services.TargetedContent.dll                                                                                    |
| 15  | file     | C:\Windows\System32\Windows.System.UserProfile.DiagnosticsSettings.dll                                                                      |
| 15  | file     | C:\Windows\System32\rmclient.dll                                                                                                            |
| 15  | file     | C:\Windows\System32\twinapi.dll                                                                                                             |
| 14  | file     | C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll                                  |
| 14  | file     | C:\WINDOWS\SYSTEM32\SettingsEnvironment.Desktop.dll                                                                                         |
| 14  | file     | C:\WINDOWS\SYSTEM32\atlthunk.dll                                                                                                            |
| 14  | file     | C:\WINDOWS\System32\msxml3.dll                                                                                                              |
| 14  | file     | C:\WINDOWS\System32\wow64cpu.dll                                                                                                            |
| 14  | file     | C:\WINDOWS\System32\wow64win.dll                                                                                                            |
| 14  | file     | C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.17763.437_none_05b63dca071e5dd6\COMCTL32.dll                 |
| 14  | file     | C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.17763.437_none_05b63dca071e5dd6\Comctl32.dll                 |
| 14  | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\MSBuild\c9373d391619badc21f4a1c476a94b66\MSBuild.ni.exe                                      |
| 14  | file     | C:\WINDOWS\system32\TQUERY.DLL                                                                                                              |
| 14  | file     | C:\Windows\System32\d3d11.dll                                                                                                               |
| 14  | file     | C:\Windows\System32\ieframe.dll                                                                                                             |
| 14  | file     | c:\windows\system32\cdp.dll                                                                                                                 |
| 13  | file     | C:\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll                                                                                |
| 13  | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Xml\8154a985b143af64c1c8e7b3c9aef692\System.Xml.ni.dll                                |
| 13  | file     | C:\WINDOWS\system32\cmd.exe                                                                                                                 |
| 13  | file     | C:\Windows\ImmersiveControlPanel\SystemSettings.dll                                                                                         |
| 13  | file     | C:\Windows\System32\cmd.exe                                                                                                                 |
| 13  | file     | C:\Windows\TextInput\WindowsInternal.ComposableShell.Experiences.TextInput.dll                                                              |
| 12  | file     | C:\WINDOWS\SYSTEM32\D3D10Warp.dll                                                                                                           |
| 12  | file     | C:\WINDOWS\SYSTEM32\uiautomationcore.dll                                                                                                    |
| 12  | file     | C:\WINDOWS\SysWOW64\KERNEL32.DLL                                                                                                            |
| 12  | file     | C:\WINDOWS\SysWOW64\KERNEL32.dll                                                                                                            |
| 12  | file     | C:\WINDOWS\SysWOW64\ncryptsslp.dll                                                                                                          |
| 12  | file     | C:\WINDOWS\SysWOW64\wer.dll                                                                                                                 |
| 12  | file     | C:\WINDOWS\System32\msvcp110_win.dll                                                                                                        |
| 12  | file     | C:\WINDOWS\System32\srvcli.dll                                                                                                              |
| 12  | file     | C:\WINDOWS\system32\apphelp.dll                                                                                                             |
| 12  | file     | C:\Windows\SysWOW64\twinapi.appcore.dll                                                                                                     |
| 12  | file     | C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\EMODEL.dll                                                                      |
| 11  | file     | C:\Program Files\VMware\VMware Tools\vmtools.dll                                                                                            |
| 11  | file     | C:\WINDOWS\SYSTEM32\NInput.dll                                                                                                              |
| 11  | file     | C:\WINDOWS\SYSTEM32\TPSvc.dll                                                                                                               |
| 11  | file     | C:\WINDOWS\SYSTEM32\edgeIso.dll                                                                                                             |
| 11  | file     | C:\WINDOWS\System32\Speech_OneCore\Common\sapi_onecore.dll                                                                                  |
| 11  | file     | C:\WINDOWS\WinSxS\amd64_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_044aad0bab1eb146\mfc90u.dll                                 |
| 11  | file     | C:\Windows\ShellComponents\TaskFlowUI.dll                                                                                                   |
| 11  | file     | C:\Windows\ShellExperiences\StartUI.dll                                                                                                     |
| 11  | file     | C:\Windows\System32\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll                                                                   |
| 11  | file     | C:\Windows\System32\chakra.dll                                                                                                              |
| 10  | file     | C:\Program Files (x86)\Microsoft Visual Studio 14.0\VC\bin\x86_amd64\VCTIP.EXE                                                              |
| 10  | file     | C:\WINDOWS\SYSTEM32\BiWinrt.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\SYSTEM32\CLIPC.dll                                                                                                               |
| 10  | file     | C:\WINDOWS\SYSTEM32\DMCmnUtils.dll                                                                                                          |
| 10  | file     | C:\WINDOWS\SYSTEM32\MSIMG32.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\SYSTEM32\OLEACC.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\SYSTEM32\REGAPI.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\SYSTEM32\SLC.dll                                                                                                                 |
| 10  | file     | C:\WINDOWS\SYSTEM32\USP10.dll                                                                                                               |
| 10  | file     | C:\WINDOWS\SYSTEM32\UxTheme.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\SYSTEM32\Windows.StateRepository.dll                                                                                             |
| 10  | file     | C:\WINDOWS\SYSTEM32\clipc.dll                                                                                                               |
| 10  | file     | C:\WINDOWS\SYSTEM32\cmdext.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\SYSTEM32\gpapi.dll                                                                                                               |
| 10  | file     | C:\WINDOWS\SYSTEM32\iphlpapi.dll                                                                                                            |
| 10  | file     | C:\WINDOWS\SYSTEM32\wevtapi.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\SYSTEM32\wkscli.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\SysWOW64\ADVAPI32.dll                                                                                                            |
| 10  | file     | C:\WINDOWS\SysWOW64\msvcp110_win.dll                                                                                                        |
| 10  | file     | C:\WINDOWS\SysWOW64\msvcp_win.dll                                                                                                           |
| 10  | file     | C:\WINDOWS\SysWOW64\msvcrt.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\SysWOW64\ntmarta.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\SysWOW64\windows.storage.dll                                                                                                     |
| 10  | file     | C:\WINDOWS\System32\ApplicationFrame.dll                                                                                                    |
| 10  | file     | C:\WINDOWS\System32\BCrypt.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\System32\Normaliz.dll                                                                                                            |
| 10  | file     | C:\WINDOWS\System32\PSAPI.DLL                                                                                                               |
| 10  | file     | C:\WINDOWS\System32\SETUPAPI.dll                                                                                                            |
| 10  | file     | C:\WINDOWS\System32\comdlg32.dll                                                                                                            |
| 10  | file     | C:\WINDOWS\System32\crypt32.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\System32\netprofm.dll                                                                                                            |
| 10  | file     | C:\WINDOWS\System32\ntshrui.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\System32\twinui.appcore.dll                                                                                                      |
| 10  | file     | C:\WINDOWS\System32\wow64.dll                                                                                                               |
| 10  | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Xml.Linq\00b7591f80750d5b73d542adae7eeb44\System.Xml.Linq.ni.dll                      |
| 10  | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Configuration\a115cfbc137852f9a8812f40e0337556\System.Configuration.ni.dll            |
| 10  | file     | C:\WINDOWS\system32\CRYPTBASE.DLL                                                                                                           |
| 10  | file     | C:\WINDOWS\system32\DllHost.exe                                                                                                             |
| 10  | file     | C:\WINDOWS\system32\IconCodecService.dll                                                                                                    |
| 10  | file     | C:\WINDOWS\system32\Windows.Internal.Shell.Broker.dll                                                                                       |
| 10  | file     | C:\WINDOWS\system32\activationclient.dll                                                                                                    |
| 10  | file     | C:\WINDOWS\system32\mssprxy.dll                                                                                                             |
| 10  | file     | C:\WINDOWS\system32\mssrch.dll                                                                                                              |
| 10  | file     | C:\WINDOWS\system32\pdh.dll                                                                                                                 |
| 10  | file     | C:\WINDOWS\system32\windows.cortana.pal.desktop.dll                                                                                         |
| 10  | file     | C:\Windows\SysWOW64\jscript9.dll                                                                                                            |
| 10  | file     | C:\Windows\System32\AppContracts.dll                                                                                                        |
| 10  | file     | C:\Windows\System32\CryptoWinRT.dll                                                                                                         |
| 10  | file     | C:\Windows\System32\MbaeApiPublic.dll                                                                                                       |
| 10  | file     | C:\Windows\System32\NotificationControllerPS.dll                                                                                            |
| 10  | file     | C:\Windows\System32\RTMediaFrame.dll                                                                                                        |
| 10  | file     | C:\Windows\System32\Secur32.dll                                                                                                             |
| 10  | file     | C:\Windows\System32\WINHTTP.dll                                                                                                             |
| 10  | file     | C:\Windows\System32\Windows.ApplicationModel.Background.TimeBroker.dll                                                                      |
| 10  | file     | C:\Windows\System32\Windows.CloudStore.Schema.Shell.dll                                                                                     |
| 10  | file     | C:\Windows\System32\Windows.Cortana.ProxyStub.dll                                                                                           |
| 10  | file     | C:\Windows\System32\Windows.Devices.Enumeration.dll                                                                                         |
| 10  | file     | C:\Windows\System32\Windows.StateRepository.dll                                                                                             |
| 10  | file     | C:\Windows\System32\Windows.System.Diagnostics.dll                                                                                          |
| 10  | file     | C:\Windows\System32\Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll                                                      |
| 10  | file     | C:\Windows\System32\Windows.UI.Input.Inking.dll                                                                                             |
| 10  | file     | C:\Windows\System32\Windows.UI.Xaml.Phone.dll                                                                                               |
| 10  | file     | C:\Windows\System32\bcp47mrm.dll                                                                                                            |
| 10  | file     | C:\Windows\System32\dlnashext.dll                                                                                                           |
| 10  | file     | C:\Windows\System32\windows.applicationmodel.datatransfer.dll                                                                               |
| 10  | file     | C:\Windows\System32\wpnapps.dll                                                                                                             |
| 10  | file     | C:\Windows\System32\wpnclient.dll                                                                                                           |
| 10  | file     | C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe                                                                  |
| 10  | file     | c:\windows\system32\PROPSYS.dll                                                                                                             |
| 10  | file     | c:\windows\system32\dsreg.dll                                                                                                               |
| 9   | file     | C:\Program Files\Git\usr\bin\msys-iconv-2.dll                                                                                               |
| 9   | file     | C:\Program Files\Git\usr\bin\msys-intl-8.dll                                                                                                |
| 9   | file     | C:\Program Files\VMware\VMware Tools\TPAutoConnect.exe                                                                                      |
| 9   | file     | C:\Program Files\VMware\VMware Tools\VMToolsHook64.dll                                                                                      |
| 9   | file     | C:\Program Files\VMware\VMware Tools\plugins\common\vix.dll                                                                                 |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.7_1.7.25531.0_x64__8wekyb3d8bbwe\mrt100_app.dll                                 |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\AppCore.Windows.dll                             |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\RuntimeConfiguration.dll                        |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\UnityEngineDelegates.dll                        |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.WindowsStore_11904.1001.1.0_x64__8wekyb3d8bbwe\Microsoft.Membership.MeControl.dll                    |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19041.481.0_x64__8wekyb3d8bbwe\PhoneCommunicationAppService.dll                          |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19041.481.0_x64__8wekyb3d8bbwe\RuntimeConfiguration.dll                                  |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19041.481.0_x64__8wekyb3d8bbwe\YourPhone.AppCore.dll                                     |
| 9   | file     | C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19041.481.0_x64__8wekyb3d8bbwe\YourPhone.exe                                             |
| 9   | file     | C:\WINDOWS\SysWOW64\KERNELBASE.dll                                                                                                          |
| 9   | file     | C:\WINDOWS\System32\iertutil.dll                                                                                                            |
| 9   | file     | C:\WINDOWS\WinSxS\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.9518_none_08e07c8fa840efbe\MSVCR90.dll                                |
| 9   | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Configuration\4a4fee8f88e331474d18180c821d28d9\System.Configuration.ni.dll            |
| 9   | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Drawing\ea876753c0c4a56336a570bda21534c9\System.Drawing.ni.dll                        |
| 9   | file     | C:\Windows\ShellComponents\WindowsInternal.ComposableShell.Experiences.Switcher.dll                                                         |
| 9   | file     | C:\Windows\ShellExperiences\Windows.UI.ActionCenter.dll                                                                                     |
| 9   | file     | C:\Windows\System32\ConstraintIndex.Search.dll                                                                                              |
| 9   | file     | C:\Windows\System32\smartscreen.exe                                                                                                         |
| 9   | file     | C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe                             |
| 9   | file     | C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe                                                               |
| 9   | file     | C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\eView.dll                                                                       |
| 9   | file     | C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\CortanaApi.dll                                                                |
| 9   | file     | C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe                                                             |
| 9   | file     | c:\windows\system32\ESENT.dll                                                                                                               |
| 8   | file     | C:\Program Files\Git\usr\bin\msys-ncursesw6.dll                                                                                             |
| 8   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\LIBEAY32.dll                                                                |
| 8   | file     | C:\WINDOWS\SYSTEM32\AUDIOSES.DLL                                                                                                            |
| 8   | file     | C:\WINDOWS\SYSTEM32\MLANG.dll                                                                                                               |
| 8   | file     | C:\WINDOWS\SYSTEM32\StartTileData.dll                                                                                                       |
| 8   | file     | C:\WINDOWS\SYSTEM32\Windows.Networking.dll                                                                                                  |
| 8   | file     | C:\WINDOWS\SysWOW64\CRYPT32.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\CRYPTBASE.dll                                                                                                           |
| 8   | file     | C:\WINDOWS\SysWOW64\DNSAPI.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\DSREG.DLL                                                                                                               |
| 8   | file     | C:\WINDOWS\SysWOW64\GDI32.dll                                                                                                               |
| 8   | file     | C:\WINDOWS\SysWOW64\IMM32.DLL                                                                                                               |
| 8   | file     | C:\WINDOWS\SysWOW64\IPHLPAPI.DLL                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\MSASN1.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\MSCTF.dll                                                                                                               |
| 8   | file     | C:\WINDOWS\SysWOW64\NETAPI32.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\NSI.dll                                                                                                                 |
| 8   | file     | C:\WINDOWS\SysWOW64\NTASN1.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\OLEAUT32.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\RPCRT4.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\SHELL32.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\SspiCli.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\USER32.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\VERSION.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\WINNSI.DLL                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\WS2_32.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\XmlLite.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\bcrypt.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\bcryptPrimitives.dll                                                                                                    |
| 8   | file     | C:\WINDOWS\SysWOW64\cfgmgr32.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\clbcatq.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\combase.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\cryptsp.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\dhcpcsvc.DLL                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\dhcpcsvc6.DLL                                                                                                           |
| 8   | file     | C:\WINDOWS\SysWOW64\fwpuclnt.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\gdi32full.dll                                                                                                           |
| 8   | file     | C:\WINDOWS\SysWOW64\kernel.appcore.dll                                                                                                      |
| 8   | file     | C:\WINDOWS\SysWOW64\mskeyprotect.dll                                                                                                        |
| 8   | file     | C:\WINDOWS\SysWOW64\ncrypt.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\ntdll.dll                                                                                                               |
| 8   | file     | C:\WINDOWS\SysWOW64\ole32.dll                                                                                                               |
| 8   | file     | C:\WINDOWS\SysWOW64\powrprof.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\profapi.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\rsaenh.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\schannel.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\sechost.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\shcore.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\SysWOW64\shlwapi.dll                                                                                                             |
| 8   | file     | C:\WINDOWS\SysWOW64\ucrtbase.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\SysWOW64\win32u.dll                                                                                                              |
| 8   | file     | C:\WINDOWS\System32\audioses.dll                                                                                                            |
| 8   | file     | C:\WINDOWS\System32\werconcpl.dll                                                                                                           |
| 8   | file     | C:\WINDOWS\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.17763.437_none_7e4e6786762d00aa\gdiplus.dll                            |
| 8   | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Net.Http\99158d411563fe079bd65754950061f4\System.Net.Http.ni.dll                      |
| 8   | file     | C:\WINDOWS\system32\AUDIOSES.DLL                                                                                                            |
| 8   | file     | C:\Windows\SysWOW64\RMCLIENT.dll                                                                                                            |
| 8   | file     | C:\Windows\SysWOW64\ieframe.dll                                                                                                             |
| 8   | file     | C:\Windows\SysWOW64\msxml6.dll                                                                                                              |
| 8   | file     | C:\Windows\SysWOW64\rasadhlp.dll                                                                                                            |
| 8   | file     | C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\eData.dll                                                                       |
| 7   | file     | C:\Program Files (x86)\Microsoft Visual Studio 14.0\VC\bin\amd64\mspdbcore.dll                                                              |
| 7   | file     | C:\Program Files (x86)\Microsoft Visual Studio 14.0\VC\bin\amd64\mspdbsrv.exe                                                               |
| 7   | file     | C:\Program Files\VMware\VMware Tools\gobject-2.0.dll                                                                                        |
| 7   | file     | C:\Program Files\VMware\VMware Tools\intl.dll                                                                                               |
| 7   | file     | C:\Program Files\VMware\VMware Tools\plugins\common\hgfsServer.dll                                                                          |
| 7   | file     | C:\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll                                                                                |
| 7   | file     | C:\Program Files\VMware\VMware Tools\sigc-2.0.dll                                                                                           |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.44.40.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe                                       |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.1_2.11904.5004.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll                                  |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\MediaEngineCSWrapper.dll                        |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1903.21.0_x64__8wekyb3d8bbwe\Calculator.exe                                     |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.WindowsStore_11904.1001.1.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll                                 |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.WindowsStore_11904.1001.1.0_x64__8wekyb3d8bbwe\WinStore.Preview.dll                                  |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19041.481.0_x64__8wekyb3d8bbwe\AppConfig.dll                                             |
| 7   | file     | C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19041.481.0_x64__8wekyb3d8bbwe\YourPhone.DataStore.dll                                   |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\FileSyncClient.dll                                                          |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\FileSyncFALWB.dll                                                           |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\FileSyncSessions.dll                                                        |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\LogUploader.dll                                                             |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\LoggingPlatform.dll                                                         |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\Qt5Widgets.dll                                                              |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\Qt5WinExtras.dll                                                            |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\RemoteAccess.dll                                                            |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\SyncEngine.DLL                                                              |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\WnsClientApi.dll                                                            |
| 7   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\amd64\FileSyncShell64.dll                                                   |
| 7   | file     | C:\WINDOWS\SYSTEM32\MSVCR120_CLR0400.dll                                                                                                    |
| 7   | file     | C:\WINDOWS\SYSTEM32\SpeechPal.dll                                                                                                           |
| 7   | file     | C:\WINDOWS\SYSTEM32\Windows.Internal.SecurityMitigationsBroker.dll                                                                          |
| 7   | file     | C:\WINDOWS\SYSTEM32\cdp.dll                                                                                                                 |
| 7   | file     | C:\WINDOWS\SYSTEM32\mfcore.dll                                                                                                              |
| 7   | file     | C:\WINDOWS\SysWOW64\dbghelp.dll                                                                                                             |
| 7   | file     | C:\WINDOWS\SysWOW64\dcomp.dll                                                                                                               |
| 7   | file     | C:\WINDOWS\SysWOW64\urlmon.dll                                                                                                              |
| 7   | file     | C:\WINDOWS\System32\WSCAPI.dll                                                                                                              |
| 7   | file     | C:\WINDOWS\System32\cdp.dll                                                                                                                 |
| 7   | file     | C:\WINDOWS\System32\cscui.dll                                                                                                               |
| 7   | file     | C:\WINDOWS\System32\d3d11.dll                                                                                                               |
| 7   | file     | C:\WINDOWS\System32\twinapi.appcore.dll                                                                                                     |
| 7   | file     | C:\WINDOWS\System32\wlidprov.dll                                                                                                            |
| 7   | file     | C:\WINDOWS\system32\CoreUIComponents.dll                                                                                                    |
| 7   | file     | C:\WINDOWS\system32\EdgeContent.dll                                                                                                         |
| 7   | file     | C:\WINDOWS\system32\WININET.dll                                                                                                             |
| 7   | file     | C:\WINDOWS\system32\WINSTA.dll                                                                                                              |
| 7   | file     | C:\WINDOWS\system32\cdp.dll                                                                                                                 |
| 7   | file     | C:\WINDOWS\system32\tquery.dll                                                                                                              |
| 7   | file     | C:\WINDOWS\system32\twinui.pcshell.dll                                                                                                      |
| 7   | file     | C:\WINDOWS\system32\wincorlib.DLL                                                                                                           |
| 7   | file     | C:\WINDOWS\system32\wininet.dll                                                                                                             |
| 7   | file     | C:\Windows\ImmersiveControlPanel\SystemSettingsViewModel.Desktop.dll                                                                        |
| 7   | file     | C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll                                                                                  |
| 7   | file     | C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll                                                                                |
| 7   | file     | C:\Windows\ShellExperiences\QuickActions.dll                                                                                                |
| 7   | file     | C:\Windows\ShellExperiences\TileControl.dll                                                                                                 |
| 7   | file     | C:\Windows\System32\EdgeContent.dll                                                                                                         |
| 7   | file     | C:\Windows\System32\InstallService.dll                                                                                                      |
| 7   | file     | C:\Windows\System32\RTWorkQ.DLL                                                                                                             |
| 7   | file     | C:\Windows\System32\ShellExperiences\WindowsInternal.Xaml.Controls.Tabs.dll                                                                 |
| 7   | file     | C:\Windows\System32\Windows.Gaming.Input.dll                                                                                                |
| 7   | file     | C:\Windows\System32\Windows.Media.Speech.dll                                                                                                |
| 7   | file     | C:\Windows\System32\Windows.Security.Authentication.OnlineId.dll                                                                            |
| 7   | file     | C:\Windows\System32\Windows.UI.Xaml.Controls.dll                                                                                            |
| 7   | file     | C:\Windows\System32\certca.dll                                                                                                              |
| 7   | file     | C:\Windows\System32\icuin.dll                                                                                                               |
| 7   | file     | C:\Windows\System32\icuuc.dll                                                                                                               |
| 7   | file     | C:\Windows\System32\mfcore.dll                                                                                                              |
| 7   | file     | C:\Windows\System32\windowmanagement.dll                                                                                                    |
| 7   | file     | C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\RemindersUI.dll                                                               |
| 7   | file     | C:\Windows\TextInput\WindowsInternal.ComposableShell.Experiences.TextInput.LayoutData.dll                                                   |
| 7   | file     | c:\windows\system32\CoreUIComponents.dll                                                                                                    |
| 6   | file     | C:\Program Files (x86)\MSBuild\14.0\bin\FileTracker32.dll                                                                                   |
| 6   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\SSLEAY32.dll                                                                |
| 6   | file     | C:\WINDOWS\Explorer.EXE                                                                                                                     |
| 6   | file     | C:\WINDOWS\SYSTEM32\MrmCoreR.dll                                                                                                            |
