osquery> SELECT count(1) as num,filetype,path FROM process_memory_map where path != '' GROUP BY path ORDER BY num DESC;
+-----+----------+---------------------------------------------------------------------------------------------------------------------------------------------+
| num | filetype | path                                                                                                                                        |
| 6   | file     | C:\WINDOWS\SYSTEM32\QuickActionsDataModel.dll                                                                                               |
| 6   | file     | C:\WINDOWS\SYSTEM32\SRVCLI.DLL                                                                                                              |
| 6   | file     | C:\WINDOWS\SYSTEM32\SSPICLI.DLL                                                                                                             |
| 6   | file     | C:\WINDOWS\SYSTEM32\VSSAPI.DLL                                                                                                              |
| 6   | file     | C:\WINDOWS\SYSTEM32\Wer.dll                                                                                                                 |
| 6   | file     | C:\WINDOWS\SYSTEM32\edgeiso.dll                                                                                                             |
| 6   | file     | C:\WINDOWS\SYSTEM32\msIso.dll                                                                                                               |
| 6   | file     | C:\WINDOWS\SYSTEM32\msi.dll                                                                                                                 |
| 6   | file     | C:\WINDOWS\SYSTEM32\sspicli.dll                                                                                                             |
| 6   | file     | C:\WINDOWS\SysWOW64\MSVCR120_CLR0400.dll                                                                                                    |
| 6   | file     | C:\WINDOWS\SysWOW64\MicrosoftAccountTokenProvider.dll                                                                                       |
| 6   | file     | C:\WINDOWS\SysWOW64\WININET.dll                                                                                                             |
| 6   | file     | C:\WINDOWS\SysWOW64\atlthunk.dll                                                                                                            |
| 6   | file     | C:\WINDOWS\SysWOW64\iertutil.dll                                                                                                            |
| 6   | file     | C:\WINDOWS\SysWOW64\mlang.dll                                                                                                               |
| 6   | file     | C:\WINDOWS\SysWOW64\wlidprov.dll                                                                                                            |
| 6   | file     | C:\WINDOWS\System32\CFGMGR32.dll                                                                                                            |
| 6   | file     | C:\WINDOWS\System32\KERNEL32.dll                                                                                                            |
| 6   | file     | C:\WINDOWS\System32\dwmapi.dll                                                                                                              |
| 6   | file     | C:\WINDOWS\System32\pnidui.dll                                                                                                              |
| 6   | file     | C:\WINDOWS\System32\wer.dll                                                                                                                 |
| 6   | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Diagd2d95910#\922debadecd047f7366e479b70b722ce\System.Diagnostics.Tracing.ni.dll      |
| 6   | file     | C:\WINDOWS\system32\ApplicationFrameHost.exe                                                                                                |
| 6   | file     | C:\WINDOWS\system32\Bcp47Langs.dll                                                                                                          |
| 6   | file     | C:\WINDOWS\system32\D3D10Warp.dll                                                                                                           |
| 6   | file     | C:\WINDOWS\system32\ElsLad.dll                                                                                                              |
| 6   | file     | C:\WINDOWS\system32\SspiCli.dll                                                                                                             |
| 6   | file     | C:\WINDOWS\system32\StateRepository.Core.dll                                                                                                |
| 6   | file     | C:\WINDOWS\system32\UIAutomationCore.DLL                                                                                                    |
| 6   | file     | C:\WINDOWS\system32\WindowsCodecs.dll                                                                                                       |
| 6   | file     | C:\WINDOWS\system32\browser_broker.exe                                                                                                      |
| 6   | file     | C:\WINDOWS\system32\dxp.dll                                                                                                                 |
| 6   | file     | C:\WINDOWS\system32\edgeIso.dll                                                                                                             |
| 6   | file     | C:\WINDOWS\system32\es.dll                                                                                                                  |
| 6   | file     | C:\Windows\ImmersiveControlPanel\SystemSettings.exe                                                                                         |
| 6   | file     | C:\Windows\Microsoft.NET\Framework\v4.0.30319\clrjit.dll                                                                                    |
| 6   | file     | C:\Windows\SysWOW64\wpc.dll                                                                                                                 |
| 6   | file     | C:\Windows\System32\Cabinet.dll                                                                                                             |
| 6   | file     | C:\Windows\System32\SSPICLI.DLL                                                                                                             |
| 6   | file     | C:\Windows\System32\Windows.Media.dll                                                                                                       |
| 6   | file     | C:\Windows\System32\comsvcs.dll                                                                                                             |
| 6   | file     | C:\Windows\System32\edgeIso.dll                                                                                                             |
| 6   | file     | C:\Windows\System32\msi.dll                                                                                                                 |
| 6   | file     | C:\Windows\System32\webservices.dll                                                                                                         |
| 6   | file     | C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Cortana.Actions.dll                                                           |
| 6   | file     | c:\windows\system32\StateRepository.Core.dll                                                                                                |
| 6   | file     | c:\windows\system32\unistore.dll                                                                                                            |
| 5   | file     | C:\Program Files (x86)\MSBuild\14.0\bin\amd64\MSBuild.exe                                                                                   |
| 5   | file     | C:\Program Files\Common Files\Microsoft Shared\MSEnv\VSFileHandler_64.dll                                                                   |
| 5   | file     | C:\Program Files\VMware\VMware Tools\glibmm-2.4.dll                                                                                         |
| 5   | file     | C:\Program Files\VMware\VMware Tools\gmodule-2.0.dll                                                                                        |
| 5   | file     | C:\Program Files\VMware\VMware Tools\hgfs.dll                                                                                               |
| 5   | file     | C:\Program Files\VMware\VMware Tools\iconv.dll                                                                                              |
| 5   | file     | C:\Program Files\VMware\VMware Tools\pcre.dll                                                                                               |
| 5   | file     | C:\Program Files\VMware\VMware Tools\plugins\common\hgfsUsability.dll                                                                       |
| 5   | file     | C:\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll                                                                        |
| 5   | file     | C:\Program Files\VMware\VMware Tools\plugins\vmusr\vmtray.dll                                                                               |
| 5   | file     | C:\Program Files\VMware\VMware Tools\vmtoolsd.exe                                                                                           |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.44.40.0_x64__kzf8qxf38zg5c\ChakraBridge.dll                                              |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.44.40.0_x64__kzf8qxf38zg5c\ImagePipelineNative.dll                                       |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.44.40.0_x64__kzf8qxf38zg5c\clrcompression.dll                                            |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.44.40.0_x64__kzf8qxf38zg5c\yoga.dll                                                      |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\AppSettingsCppCX.dll                            |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\RenderingPlugin.dll                             |
| 5   | file     | C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19031.17720.0_x64__8wekyb3d8bbwe\clrcompression.dll                              |
| 5   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\ETWLog.dll                                                                  |
| 5   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\FileSyncViews.dll                                                           |
| 5   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\Qt5Network.dll                                                              |
| 5   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\Telemetry.dll                                                               |
| 5   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\UpdateRingSettings.dll                                                      |
| 5   | file     | C:\Users\Devo\AppData\Local\Microsoft\OneDrive\19.062.0331.0006\platforms\qwindows.dll                                                      |
| 5   | file     | C:\WINDOWS\SYSTEM32\AVRT.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\SYSTEM32\ActionMgr.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\SYSTEM32\CHARTV.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\CLDAPI.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\CRYPTBASE.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\SYSTEM32\CompPkgSup.DLL                                                                                                          |
| 5   | file     | C:\WINDOWS\SYSTEM32\DSROLE.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\DUser.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\SYSTEM32\DictationManager.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\SYSTEM32\EFSUTIL.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\EShims.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\EdgeManager.dll                                                                                                         |
| 5   | file     | C:\WINDOWS\SYSTEM32\FLTLIB.DLL                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\IpHlpApi.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\JoinUtil.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\MDMRegistration.DLL                                                                                                     |
| 5   | file     | C:\WINDOWS\SYSTEM32\MSCOREE.DLL                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\MobileNetworking.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\SYSTEM32\MsftEdit.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\NcaApi.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\OnDemandBrokerClient.dll                                                                                                |
| 5   | file     | C:\WINDOWS\SYSTEM32\ProximityCommon.dll                                                                                                     |
| 5   | file     | C:\WINDOWS\SYSTEM32\ProximityCommonPal.dll                                                                                                  |
| 5   | file     | C:\WINDOWS\SYSTEM32\ProximityRtapiPal.dll                                                                                                   |
| 5   | file     | C:\WINDOWS\SYSTEM32\SPP.dll                                                                                                                 |
| 5   | file     | C:\WINDOWS\SYSTEM32\SndVolSSO.DLL                                                                                                           |
| 5   | file     | C:\WINDOWS\SYSTEM32\TWINAPI.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\UIAutomationCore.DLL                                                                                                    |
| 5   | file     | C:\WINDOWS\SYSTEM32\UserDataTypeHelperUtil.dll                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\VCRUNTIME140.dll                                                                                                        |
| 5   | file     | C:\WINDOWS\SYSTEM32\VirtDisk.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\VssTrace.DLL                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\WTSAPI32.DLL                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\Windows.Networking.Connectivity.dll                                                                                     |
| 5   | file     | C:\WINDOWS\SYSTEM32\Windows.Networking.HostName.dll                                                                                         |
| 5   | file     | C:\WINDOWS\SYSTEM32\Windows.UI.Xaml.Phone.dll                                                                                               |
| 5   | file     | C:\WINDOWS\SYSTEM32\Wldp.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\SYSTEM32\bcd.dll                                                                                                                 |
| 5   | file     | C:\WINDOWS\SYSTEM32\browserbroker.dll                                                                                                       |
| 5   | file     | C:\WINDOWS\SYSTEM32\cflapi.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\cryptnet.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\cscapi.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\daxexec.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\dbgmodel.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\dmprocessxmlfiltered.dll                                                                                                |
| 5   | file     | C:\WINDOWS\SYSTEM32\dsreg.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\SYSTEM32\dui70.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\SYSTEM32\elscore.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\fhsvcctl.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\framedyn.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\globcollationhost.dll                                                                                                   |
| 5   | file     | C:\WINDOWS\SYSTEM32\inputhost.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\SYSTEM32\iri.dll                                                                                                                 |
| 5   | file     | C:\WINDOWS\SYSTEM32\ksuser.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\ktmw32.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\licensemanagerapi.dll                                                                                                   |
| 5   | file     | C:\WINDOWS\SYSTEM32\netjoin.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\ninput.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\oledlg.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\omadmapi.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\pcacli.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\pdh.dll                                                                                                                 |
| 5   | file     | C:\WINDOWS\SYSTEM32\samcli.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\searchfolder.dll                                                                                                        |
| 5   | file     | C:\WINDOWS\SYSTEM32\settingsynccore.dll                                                                                                     |
| 5   | file     | C:\WINDOWS\SYSTEM32\settingsyncpolicy.dll                                                                                                   |
| 5   | file     | C:\WINDOWS\SYSTEM32\storageusage.dll                                                                                                        |
| 5   | file     | C:\WINDOWS\SYSTEM32\sxs.dll                                                                                                                 |
| 5   | file     | C:\WINDOWS\SYSTEM32\webio.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\SYSTEM32\winbrand.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll                                                                                         |
| 5   | file     | C:\WINDOWS\SYSTEM32\windows.storage.search.dll                                                                                              |
| 5   | file     | C:\WINDOWS\SYSTEM32\winmm.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\SYSTEM32\wldp.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\SYSTEM32\wmiclnt.DLL                                                                                                             |
| 5   | file     | C:\WINDOWS\SYSTEM32\wwapi.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\SysWOW64\CoreMessaging.dll                                                                                                       |
| 5   | file     | C:\WINDOWS\SysWOW64\CoreUIComponents.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\SysWOW64\SETUPAPI.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SysWOW64\SRVCLI.DLL                                                                                                              |
| 5   | file     | C:\WINDOWS\SysWOW64\UxTheme.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SysWOW64\Wscapi.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SysWOW64\dwmapi.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\SysWOW64\loadperf.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\SysWOW64\uxtheme.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\SysWOW64\windowscodecsext.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\System32\AVRT.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\System32\Actioncenter.dll                                                                                                        |
| 5   | file     | C:\WINDOWS\System32\AppointmentActivation.dll                                                                                               |
| 5   | file     | C:\WINDOWS\System32\AppxPackaging.dll                                                                                                       |
| 5   | file     | C:\WINDOWS\System32\CRYPTBASE.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\System32\DPAPI.DLL                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\DeviceSetupManagerAPI.dll                                                                                               |
| 5   | file     | C:\WINDOWS\System32\EventAggregation.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\System32\IDStore.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\IPHLPAPI.DLL                                                                                                            |
| 5   | file     | C:\WINDOWS\System32\MobileNetworking.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\System32\NPSMDesktopProvider.dll                                                                                                 |
| 5   | file     | C:\WINDOWS\System32\OpcServices.DLL                                                                                                         |
| 5   | file     | C:\WINDOWS\System32\POSyncServices.dll                                                                                                      |
| 5   | file     | C:\WINDOWS\System32\PlaySndSrv.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\System32\RMCLIENT.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\System32\SAMLIB.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\System32\SyncCenter.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\System32\SystemEventsBrokerClient.dll                                                                                            |
| 5   | file     | C:\WINDOWS\System32\TWINAPI.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\TimeBrokerClient.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\System32\USERENV.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\UxTheme.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\VERSION.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\WINHTTP.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\WINMM.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\WINMMBASE.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\System32\Windows.UI.Shell.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\System32\bcp47mrm.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\System32\container.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\System32\cscobj.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\System32\d2d1.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\System32\dsreg.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\fhcfg.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\framedynos.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\System32\gdi32.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\hcproviders.dll                                                                                                         |
| 5   | file     | C:\WINDOWS\System32\imm32.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\netutils.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\System32\npsm.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\System32\provsvc.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\samcli.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\System32\sfc_os.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\System32\srchadmin.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\System32\webio.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\System32\wevtapi.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\winsqlite3.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\System32\wkscli.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\System32\wlanapi.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\wpnapps.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\wpncore.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\System32\wscinterop.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\System32\wscui.cpl                                                                                                               |
| 5   | file     | C:\WINDOWS\WinSxS\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.9518_none_08e07c8fa840efbe\MSVCP90.dll                                |
| 5   | file     | C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.17763.437_none_10e1b4706430bd3b\COMCTL32.dll                |
| 5   | file     | C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.17763.437_none_10e1b4706430bd3b\Comctl32.dll                |
| 5   | file     | C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.17763.437_none_10e1b4706430bd3b\comctl32.dll                |
| 5   | file     | C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Runtime\0f187ef24bd7feace0e860552d9e9658\System.Runtime.ni.dll                        |
| 5   | file     | C:\WINDOWS\system32\AVRT.dll                                                                                                                |
| 5   | file     | C:\WINDOWS\system32\AppXAllUserStore.dll                                                                                                    |
| 5   | file     | C:\WINDOWS\system32\AppXDeploymentClient.dll                                                                                                |
| 5   | file     | C:\WINDOWS\system32\BatMeter.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\system32\CRYPTBASE.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\system32\CoreMessaging.dll                                                                                                       |
| 5   | file     | C:\WINDOWS\system32\CoreShellExtFramework.dll                                                                                               |
| 5   | file     | C:\WINDOWS\system32\Cortana.Persona.dll                                                                                                     |
| 5   | file     | C:\WINDOWS\system32\DUI70.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\system32\DUser.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\system32\DWrite.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\EShims.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\EditionUpgradeHelper.dll                                                                                                |
| 5   | file     | C:\WINDOWS\system32\ExecModelClient.dll                                                                                                     |
| 5   | file     | C:\WINDOWS\system32\MPR.dll                                                                                                                 |
| 5   | file     | C:\WINDOWS\system32\MSACM32.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\MSUTB.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\system32\MicrosoftEdgeSH.exe                                                                                                     |
| 5   | file     | C:\WINDOWS\system32\MsCtfMonitor.dll                                                                                                        |
| 5   | file     | C:\WINDOWS\system32\NTASN1.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\NetworkExplorer.dll                                                                                                     |
| 5   | file     | C:\WINDOWS\system32\NtlmShared.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\system32\PersonaX.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\system32\SHDOCVW.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\SecurityHealthProxyStub.dll                                                                                             |
| 5   | file     | C:\WINDOWS\system32\SettingMonitor.dll                                                                                                      |
| 5   | file     | C:\WINDOWS\system32\ShareHost.dll                                                                                                           |
| 5   | file     | C:\WINDOWS\system32\Syncreg.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\WMICLNT.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\XmlLite.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\activationmanager.dll                                                                                                   |
| 5   | file     | C:\WINDOWS\system32\credprovhost.dll                                                                                                        |
| 5   | file     | C:\WINDOWS\system32\cryptngc.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\system32\desktopshellext.dll                                                                                                     |
| 5   | file     | C:\WINDOWS\system32\dsreg.dll                                                                                                               |
| 5   | file     | C:\WINDOWS\system32\explorerframe.dll                                                                                                       |
| 5   | file     | C:\WINDOWS\system32\ksuser.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\midimap.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\msacm32.drv                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\msimtf.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\msv1_0.DLL                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\ncrypt.dll                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\ncryptprov.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\system32\peopleband.dll                                                                                                          |
| 5   | file     | C:\WINDOWS\system32\policymanager.dll                                                                                                       |
| 5   | file     | C:\WINDOWS\system32\propsys.dll                                                                                                             |
| 5   | file     | C:\WINDOWS\system32\sihost.exe                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\stobject.dll                                                                                                            |
| 5   | file     | C:\WINDOWS\system32\taskhostw.exe                                                                                                           |
| 5   | file     | C:\WINDOWS\system32\wdmaud.drv                                                                                                              |
| 5   | file     | C:\WINDOWS\system32\windows.cortana.Desktop.dll                                                                                             |
| 5   | file     | C:\WINDOWS\system32\windows.cortana.onecore.dll                                                                                             |
| 5   | file     | C:\WINDOWS\system32\wpdshserviceobj.dll                                                                                                     |
| 5   | file     | C:\Windows\ImmersiveControlPanel\Telemetry.Common.dll                                                                                       |
| 5   | file     | C:\Windows\SysWOW64\AppXDeploymentClient.dll                                                                                                |
| 5   | file     | C:\Windows\SysWOW64\taskschd.dll                                                                                                            |
| 5   | file     | C:\Windows\System32\APHostClient.dll                                                                                                        |
| 5   | file     | C:\Windows\System32\AboveLockAppHost.dll                                                                                                    |
| 5   | file     | C:\Windows\System32\AccountAccessor.dll                                                                                                     |
| 5   | file     | C:\Windows\System32\ActXPrxy.dll                                                                                                            |
| 5   | file     | C:\Windows\System32\AppExtension.dll                                                                                                        |
| 5   | file     | C:\Windows\System32\AssignedAccessRuntime.dll                                                                                               |
| 5   | file     | C:\Windows\System32\BitsProxy.dll                                                                                                           |
| 5   | file     | C:\Windows\System32\BthAvctpSvc.dll                                                                                                         |
| 5   | file     | C:\Windows\System32\BthTelemetry.dll                                                                                                        |
| 5   | file     | C:\Windows\System32\CEMAPI.dll                                                                                                              |
| 5   | file     | C:\Windows\System32\CapabilityAccessManagerClient.dll                                                                                       |
| 5   | file     | C:\Windows\System32\ClipboardServer.dll                                                                                                     |
| 5   | file     | C:\Windows\System32\ColorAdapterClient.dll                                                                                                  |
| 5   | file     | C:\Windows\System32\DNSAPI.dll                                                                                                              |
| 5   | file     | C:\Windows\System32\DPAPI.DLL                                                                                                               |
| 5   | file     | C:\Windows\System32\DSPARSE.dll                                                                                                             |
| 5   | file     | C:\Windows\System32\EShims.dll                                                                                                              |
| 5   | file     | C:\Windows\System32\EhStorShell.dll                                                                                                         |
| 5   | file     | C:\Windows\System32\FLTLIB.DLL                                                                                                              |
| 5   | file     | C:\Windows\System32\HolographicExtensions.dll                                                                                               |
| 5   | file     | C:\Windows\System32\InputSwitch.dll                                                                                                         |
| 5   | file     | C:\Windows\System32\MCCSEngineShared.dll                                                                                                    |
| 5   | file     | C:\Windows\System32\MFPlat.DLL                                                                                                              |
| 5   | file     | C:\Windows\System32\MicrosoftEdgeCP.exe                                                                                                     |
| 5   | file     | C:\Windows\System32\MiracastReceiver.dll                                                                                                    |
| 5   | file     | C:\Windows\System32\MobileNetworking.dll                                                                                                    |
| 5   | file     | C:\Windows\System32\NETAPI32.dll                                                                                                            |
| 5   | file     | C:\Windows\System32\NotificationController.dll                                                                                              |
| 5   | file     | C:\Windows\System32\NotificationPlatformComponent.dll                                                                                       |
| 5   | file     | C:\Windows\System32\OneBackupHandler.dll                                                                                                    |
| 5   | file     | C:\Windows\System32\PIMSTORE.dll                                                                                                            |
| 5   | file     | C:\Windows\System32\PhoneUtil.dll                                                                                                           |
| 5   | file     | C:\Windows\System32\PortableDeviceApi.dll                                                                                                   |
| 5   | file     | C:\Windows\System32\PortableDeviceTypes.dll                                                                                                 |
| 5   | file     | C:\Windows\System32\QuietHours.dll                                                                                                          |
| 5   | file     | C:\Windows\System32\ResourcePolicyClient.dll                                                                                                |
| 5   | file     | C:\Windows\System32\SecurityHealthSSO.dll                                                                                                   |
| 5   | file     | C:\Windows\System32\SecurityHealthSystray.exe                                                                                               |
| 5   | file     | C:\Windows\System32\SyncController.dll                                                                                                      |
| 5   | file     | C:\Windows\System32\SystemEventsBrokerClient.dll                                                                                            |
| 5   | file     | C:\Windows\System32\TOKENBINDING.dll                                                                                                        |
| 5   | file     | C:\Windows\System32\TaskFlowDataEngine.dll                                                                                                  |
| 5   | file     | C:\Windows\System32\UserDataLanguageUtil.dll                                                                                                |
| 5   | file     | C:\Windows\System32\UserDataTypeHelperUtil.dll                                                                                              |
| 5   | file     | C:\Windows\System32\VERSION.dll                                                                                                             |
| 5   | file     | C:\Windows\System32\Windows.ApplicationModel.Core.dll                                                                                       |
| 5   | file     | C:\Windows\System32\Windows.Data.Activities.dll                                                                                             |
| 5   | file     | C:\Windows\System32\Windows.Devices.Radios.dll                                                                                              |
| 5   | file     | C:\Windows\System32\Windows.Devices.SmartCards.Phone.dll                                                                                    |
| 5   | file     | C:\Windows\System32\Windows.Internal.Signals.dll                                                                                            |
| 5   | file     | C:\Windows\System32\Windows.Management.Workplace.dll                                                                                        |
| 5   | file     | C:\Windows\System32\Windows.Media.Devices.dll                                                                                               |
| 5   | file     | C:\Windows\System32\Windows.Networking.Proximity.dll                                                                                        |
| 5   | file     | C:\Windows\System32\Windows.Perception.Stub.dll                                                                                             |
