osquery> SELECT count(1) as num,path FROM process_memory_map GROUP BY path ORDER BY num DESC, path ASC;
+------+-------------------------------------------------------------------------------------+
| num  | path                                                                                |
| 15   | /var/cache/fontconfig/589f83ef4c36d296ce6e1c846f468f08-le64.cache-7                 |
| 15   | /var/cache/fontconfig/660208299946a285a940457d1287da33-le64.cache-7                 |
| 15   | /var/cache/fontconfig/674d1711f2d1d2a09646eb0bdcadee49-le64.cache-7                 |
| 15   | /var/cache/fontconfig/6afa1bb216ce958c1589e297e8008489-le64.cache-7                 |
| 15   | /var/cache/fontconfig/6b2c5944714ca7831b25bed9e85cb5c8-le64.cache-7                 |
| 15   | /var/cache/fontconfig/767a8244fc0220cfb567a839d0392e0b-le64.cache-7                 |
| 15   | /var/cache/fontconfig/85e0a52ce643a7ba2ae53e5d6949cead-le64.cache-7                 |
| 15   | /var/cache/fontconfig/945677eb7aeaf62f1d50efc3fb3ec7d8-le64.cache-7                 |
| 15   | /var/cache/fontconfig/9b89f8e3dae116d678bbf48e5f21f69b-le64.cache-7                 |
| 15   | /var/cache/fontconfig/9d2451b1fd30e5bffe8383fd27c35478-le64.cache-7                 |
| 15   | /var/cache/fontconfig/a48eab177a16e4f3713381162db2f3e9-le64.cache-7                 |
| 15   | /var/cache/fontconfig/aec30016f93e1b46d1a973dce0d74068-le64.cache-7                 |
| 15   | /var/cache/fontconfig/b47c4e1ecd0709278f4910c18777a504-le64.cache-7                 |
| 15   | /var/cache/fontconfig/b872e6e592da6075ffa4ab0a1fcc0c75-le64.cache-7                 |
| 15   | /var/cache/fontconfig/b9d506c9ac06c20b433354fa67a72993-le64.cache-7                 |
| 15   | /var/cache/fontconfig/bab58bb527bb656aaa9f116d68a48d89-le64.cache-7                 |
| 15   | /var/cache/fontconfig/bf3b770c553c462765856025a94f1ce6-le64.cache-7                 |
| 15   | /var/cache/fontconfig/c5c45a61289222e0d30b1a26ef4effbe-le64.cache-7                 |
| 15   | /var/cache/fontconfig/d5178ab6d91b49bf20a416737dcea9e8-le64.cache-7                 |
| 15   | /var/cache/fontconfig/d52a8644073d54c13679302ca1180695-le64.cache-7                 |
| 15   | /var/cache/fontconfig/dc05db6664285cc2f12bf69c139ae4c3-le64.cache-7                 |
| 15   | /var/cache/fontconfig/def309198bfa603429122923fa2bb2d4-le64.cache-7                 |
| 15   | /var/cache/fontconfig/e13b20fdb08344e0e664864cc2ede53d-le64.cache-7                 |
| 15   | /var/cache/fontconfig/f259c2cffa685e28062317905db73c4a-le64.cache-7                 |
| 15   | /var/cache/fontconfig/f6d4eedfaab2589bde49f7a3ff831d22-le64.cache-7                 |
| 15   | /var/cache/fontconfig/f6e6e0a5c3d2f6ae0c0c2e0ecd42a997-le64.cache-7                 |
| 12   | /SYSV00000000                                                                       |
| 12   | /lib/x86_64-linux-gnu/libacl.so.1.1.0                                               |
| 12   | /lib/x86_64-linux-gnu/libapparmor.so.1.4.2                                          |
| 12   | /lib/x86_64-linux-gnu/libattr.so.1.1.0                                              |
| 12   | /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so                |
| 12   | /usr/lib/x86_64-linux-gnu/libEGL.so.1.0.0                                           |
| 12   | /usr/lib/x86_64-linux-gnu/libavahi-client.so.3.2.9                                  |
| 12   | /usr/lib/x86_64-linux-gnu/libavahi-common.so.3.5.3                                  |
| 12   | /usr/lib/x86_64-linux-gnu/libdbusmenu-glib.so.4.0.12                                |
| 12   | /usr/lib/x86_64-linux-gnu/libecal-1.2.so.19.0.0                                     |
| 12   | /usr/lib/x86_64-linux-gnu/libenchant.so.1.6.0                                       |
| 12   | /usr/lib/x86_64-linux-gnu/libgbm.so.1.0.0                                           |
| 12   | /usr/lib/x86_64-linux-gnu/libgeocode-glib.so.0.0.0                                  |
| 12   | /usr/lib/x86_64-linux-gnu/libgirepository-1.0.so.1.0.0                              |
| 12   | /usr/lib/x86_64-linux-gnu/libgstaudio-1.0.so.0.1401.0                               |
| 12   | /usr/lib/x86_64-linux-gnu/libgstpbutils-1.0.so.0.1401.0                             |
| 12   | /usr/lib/x86_64-linux-gnu/libgsttag-1.0.so.0.1401.0                                 |
| 12   | /usr/lib/x86_64-linux-gnu/libgstvideo-1.0.so.0.1401.0                               |
| 12   | /usr/lib/x86_64-linux-gnu/libgweather-3.so.15.0.0                                   |
| 12   | /usr/lib/x86_64-linux-gnu/libjpeg.so.8.1.2                                          |
| 12   | /usr/lib/x86_64-linux-gnu/libpolkit-gobject-1.so.0.0.0                              |
| 12   | /usr/lib/x86_64-linux-gnu/libsnapd-glib.so.1.0.0                                    |
| 12   | /usr/lib/x86_64-linux-gnu/libupower-glib.so.3.0.1                                   |
| 12   | /usr/lib/x86_64-linux-gnu/libwacom.so.2.6.1                                         |
| 12   | /usr/lib/x86_64-linux-gnu/libwayland-server.so.0.1.0                                |
| 8    | /lib/x86_64-linux-gnu/libcap.so.2.25                                                |
| 8    | /lib/x86_64-linux-gnu/liblzo2.so.2.0.0                                              |
| 8    | /lib/x86_64-linux-gnu/libnss_dns-2.27.so                                            |
| 8    | /lib/x86_64-linux-gnu/libnss_mdns4_minimal.so.2                                     |
| 8    | /usr/lib/evolution-data-server/addressbook-backends/libebookbackendfile.so          |
| 8    | /usr/lib/evolution-data-server/calendar-backends/libecalbackendcontacts.so          |
| 8    | /usr/lib/evolution-data-server/calendar-backends/libecalbackendfile.so              |
| 8    | /usr/lib/x86_64-linux-gnu/dri/vmwgfx_dri.so                                         |
| 8    | /usr/lib/x86_64-linux-gnu/gio/modules/libgiognomeproxy.so                           |
| 8    | /usr/lib/x86_64-linux-gnu/gio/modules/libgiognutls.so                               |
| 8    | /usr/lib/x86_64-linux-gnu/libLLVM-6.0.so.1                                          |
| 8    | /usr/lib/x86_64-linux-gnu/libaccountsservice.so.0.0.0                               |
| 8    | /usr/lib/x86_64-linux-gnu/libarchive.so.13.2.2                                      |
| 8    | /usr/lib/x86_64-linux-gnu/libasound.so.2.0.0                                        |
| 8    | /usr/lib/x86_64-linux-gnu/libbrotlicommon.so.1.0.4                                  |
| 8    | /usr/lib/x86_64-linux-gnu/libbrotlidec.so.1.0.4                                     |
| 8    | /usr/lib/x86_64-linux-gnu/libcrypto.so.1.1                                          |
| 8    | /usr/lib/x86_64-linux-gnu/libcups.so.2                                              |
| 8    | /usr/lib/x86_64-linux-gnu/libdconf.so.1.0.0                                         |
| 8    | /usr/lib/x86_64-linux-gnu/libdee-1.0.so.4.2.1                                       |
| 8    | /usr/lib/x86_64-linux-gnu/libdrm_amdgpu.so.1.0.0                                    |
| 8    | /usr/lib/x86_64-linux-gnu/libdrm_nouveau.so.2.0.0                                   |
| 8    | /usr/lib/x86_64-linux-gnu/libdrm_radeon.so.1.0.1                                    |
